1D Transient Heat Conduction Solver

Enter Length of slab (L): 1
Enter Number of nodes: 6 
Enter Fourier Number (beta): 0.2
Enter Initial Peak Temp at x=0: 100
Enter Right Boundary Temp: 0
Enter Convergence Tolerance: 0.0001

Grid Info:
Total Nodes: 6
Number of Divisions in slab: 5
Spatial Step (dx): 0.20
 
Step n=370: 0.07, 0.06, 0.05, 0.04, 0.02, 0.00
Step n=371: 0.07, 0.06, 0.05, 0.04, 0.02, 0.00
Step n=372: 0.06, 0.06, 0.05, 0.04, 0.02, 0.00
Step n=373: 0.06, 0.06, 0.05, 0.04, 0.02, 0.00
Step n=374: 0.06, 0.06, 0.05, 0.04, 0.02, 0.00
Step n=375: 0.06, 0.06, 0.05, 0.04, 0.02, 0.00
Step n=376: 0.06, 0.06, 0.05, 0.03, 0.02, 0.00
Step n=377: 0.06, 0.06, 0.05, 0.03, 0.02, 0.00
Step n=378: 0.06, 0.05, 0.05, 0.03, 0.02, 0.00
Step n=379: 0.06, 0.05, 0.05, 0.03, 0.02, 0.00
Step n=380: 0.05, 0.05, 0.04, 0.03, 0.02, 0.00
Step n=381: 0.05, 0.05, 0.04, 0.03, 0.02, 0.00
Step n=382: 0.05, 0.05, 0.04, 0.03, 0.02, 0.00
Step n=383: 0.05, 0.05, 0.04, 0.03, 0.02, 0.00
Step n=384: 0.05, 0.05, 0.04, 0.03, 0.02, 0.00
Step n=385: 0.05, 0.05, 0.04, 0.03, 0.02, 0.00
Step n=386: 0.05, 0.05, 0.04, 0.03, 0.01, 0.00
Step n=387: 0.05, 0.05, 0.04, 0.03, 0.01, 0.00
Step n=388: 0.05, 0.04, 0.04, 0.03, 0.01, 0.00
Step n=389: 0.05, 0.04, 0.04, 0.03, 0.01, 0.00
Step n=390: 0.04, 0.04, 0.04, 0.03, 0.01, 0.00
Step n=391: 0.04, 0.04, 0.04, 0.03, 0.01, 0.00
Step n=392: 0.04, 0.04, 0.03, 0.03, 0.01, 0.00
Step n=393: 0.04, 0.04, 0.03, 0.02, 0.01, 0.00
Step n=394: 0.04, 0.04, 0.03, 0.02, 0.01, 0.00
Step n=395: 0.04, 0.04, 0.03, 0.02, 0.01, 0.00
Step n=396: 0.04, 0.04, 0.03, 0.02, 0.01, 0.00
Step n=397: 0.04, 0.04, 0.03, 0.02, 0.01, 0.00
Step n=398: 0.04, 0.04, 0.03, 0.02, 0.01, 0.00
Step n=399: 0.04, 0.04, 0.03, 0.02, 0.01, 0.00
Step n=400: 0.04, 0.03, 0.03, 0.02, 0.01, 0.00
Step n=401: 0.04, 0.03, 0.03, 0.02, 0.01, 0.00
Step n=402: 0.04, 0.03, 0.03, 0.02, 0.01, 0.00
Step n=403: 0.03, 0.03, 0.03, 0.02, 0.01, 0.00
Step n=404: 0.03, 0.03, 0.03, 0.02, 0.01, 0.00
Step n=405: 0.03, 0.03, 0.03, 0.02, 0.01, 0.00
Step n=406: 0.03, 0.03, 0.03, 0.02, 0.01, 0.00
Step n=407: 0.03, 0.03, 0.03, 0.02, 0.01, 0.00
Step n=408: 0.03, 0.03, 0.03, 0.02, 0.01, 0.00
Step n=409: 0.03, 0.03, 0.02, 0.02, 0.01, 0.00
Step n=410: 0.03, 0.03, 0.02, 0.02, 0.01, 0.00
Step n=411: 0.03, 0.03, 0.02, 0.02, 0.01, 0.00
Step n=412: 0.03, 0.03, 0.02, 0.02, 0.01, 0.00
Step n=413: 0.03, 0.03, 0.02, 0.02, 0.01, 0.00
Step n=414: 0.03, 0.03, 0.02, 0.02, 0.01, 0.00
Step n=415: 0.03, 0.03, 0.02, 0.02, 0.01, 0.00
Step n=416: 0.03, 0.03, 0.02, 0.02, 0.01, 0.00
Step n=417: 0.03, 0.02, 0.02, 0.02, 0.01, 0.00
Step n=418: 0.03, 0.02, 0.02, 0.02, 0.01, 0.00
Step n=419: 0.03, 0.02, 0.02, 0.01, 0.01, 0.00
Step n=420: 0.02, 0.02, 0.02, 0.01, 0.01, 0.00
Step n=421: 0.02, 0.02, 0.02, 0.01, 0.01, 0.00
Step n=422: 0.02, 0.02, 0.02, 0.01, 0.01, 0.00
Step n=423: 0.02, 0.02, 0.02, 0.01, 0.01, 0.00
Step n=424: 0.02, 0.02, 0.02, 0.01, 0.01, 0.00
Step n=425: 0.02, 0.02, 0.02, 0.01, 0.01, 0.00
Step n=426: 0.02, 0.02, 0.02, 0.01, 0.01, 0.00
Step n=427: 0.02, 0.02, 0.02, 0.01, 0.01, 0.00
Step n=428: 0.02, 0.02, 0.02, 0.01, 0.01, 0.00
Step n=429: 0.02, 0.02, 0.02, 0.01, 0.01, 0.00
Step n=430: 0.02, 0.02, 0.02, 0.01, 0.01, 0.00
Step n=431: 0.02, 0.02, 0.02, 0.01, 0.01, 0.00
Step n=432: 0.02, 0.02, 0.02, 0.01, 0.01, 0.00
Step n=433: 0.02, 0.02, 0.02, 0.01, 0.01, 0.00
Step n=434: 0.02, 0.02, 0.02, 0.01, 0.01, 0.00
Step n=435: 0.02, 0.02, 0.01, 0.01, 0.01, 0.00
Step n=436: 0.02, 0.02, 0.01, 0.01, 0.01, 0.00
Step n=437: 0.02, 0.02, 0.01, 0.01, 0.01, 0.00
Step n=438: 0.02, 0.02, 0.01, 0.01, 0.01, 0.00
Step n=439: 0.02, 0.02, 0.01, 0.01, 0.01, 0.00
Step n=440: 0.02, 0.02, 0.01, 0.01, 0.01, 0.00
Step n=441: 0.02, 0.02, 0.01, 0.01, 0.01, 0.00
Step n=442: 0.02, 0.02, 0.01, 0.01, 0.00, 0.00
Step n=443: 0.02, 0.01, 0.01, 0.01, 0.00, 0.00
Step n=444: 0.02, 0.01, 0.01, 0.01, 0.00, 0.00
Step n=445: 0.02, 0.01, 0.01, 0.01, 0.00, 0.00
Step n=446: 0.01, 0.01, 0.01, 0.01, 0.00, 0.00
Step n=447: 0.01, 0.01, 0.01, 0.01, 0.00, 0.00
Step n=448: 0.01, 0.01, 0.01, 0.01, 0.00, 0.00
Step n=449: 0.01, 0.01, 0.01, 0.01, 0.00, 0.00
Step n=450: 0.01, 0.01, 0.01, 0.01, 0.00, 0.00
Step n=451: 0.01, 0.01, 0.01, 0.01, 0.00, 0.00
Step n=452: 0.01, 0.01, 0.01, 0.01, 0.00, 0.00
Step n=453: 0.01, 0.01, 0.01, 0.01, 0.00, 0.00
Step n=454: 0.01, 0.01, 0.01, 0.01, 0.00, 0.00
Step n=455: 0.01, 0.01, 0.01, 0.01, 0.00, 0.00
Step n=456: 0.01, 0.01, 0.01, 0.01, 0.00, 0.00
Step n=457: 0.01, 0.01, 0.01, 0.01, 0.00, 0.00
Step n=458: 0.01, 0.01, 0.01, 0.01, 0.00, 0.00
Step n=459: 0.01, 0.01, 0.01, 0.01, 0.00, 0.00
Step n=460: 0.01, 0.01, 0.01, 0.01, 0.00, 0.00
Step n=461: 0.01, 0.01, 0.01, 0.01, 0.00, 0.00
Step n=462: 0.01, 0.01, 0.01, 0.01, 0.00, 0.00
Step n=463: 0.01, 0.01, 0.01, 0.01, 0.00, 0.00
Step n=464: 0.01, 0.01, 0.01, 0.01, 0.00, 0.00
Step n=465: 0.01, 0.01, 0.01, 0.01, 0.00, 0.00
Step n=466: 0.01, 0.01, 0.01, 0.01, 0.00, 0.00
Step n=467: 0.01, 0.01, 0.01, 0.01, 0.00, 0.00
Step n=468: 0.01, 0.01, 0.01, 0.01, 0.00, 0.00
Step n=469: 0.01, 0.01, 0.01, 0.01, 0.00, 0.00
Step n=470: 0.01, 0.01, 0.01, 0.01, 0.00, 0.00
Step n=471: 0.01, 0.01, 0.01, 0.01, 0.00, 0.00
Step n=472: 0.01, 0.01, 0.01, 0.01, 0.00, 0.00
Step n=473: 0.01, 0.01, 0.01, 0.01, 0.00, 0.00
Step n=474: 0.01, 0.01, 0.01, 0.01, 0.00, 0.00
Step n=475: 0.01, 0.01, 0.01, 0.00, 0.00, 0.00
Step n=476: 0.01, 0.01, 0.01, 0.00, 0.00, 0.00
Step n=477: 0.01, 0.01, 0.01, 0.00, 0.00, 0.00
Step n=478: 0.01, 0.01, 0.01, 0.00, 0.00, 0.00
Step n=479: 0.01, 0.01, 0.01, 0.00, 0.00, 0.00
Step n=480: 0.01, 0.01, 0.01, 0.00, 0.00, 0.00
Step n=481: 0.01, 0.01, 0.01, 0.00, 0.00, 0.00
Step n=482: 0.01, 0.01, 0.01, 0.00, 0.00, 0.00
Step n=483: 0.01, 0.01, 0.01, 0.00, 0.00, 0.00
Step n=484: 0.01, 0.01, 0.01, 0.00, 0.00, 0.00
Step n=485: 0.01, 0.01, 0.01, 0.00, 0.00, 0.00
Step n=486: 0.01, 0.01, 0.01, 0.00, 0.00, 0.00
Step n=487: 0.01, 0.01, 0.01, 0.00, 0.00, 0.00
Step n=488: 0.01, 0.01, 0.01, 0.00, 0.00, 0.00
Step n=489: 0.01, 0.01, 0.01, 0.00, 0.00, 0.00
Step n=490: 0.01, 0.01, 0.01, 0.00, 0.00, 0.00
Step n=491: 0.01, 0.01, 0.00, 0.00, 0.00, 0.00
Step n=492: 0.01, 0.01, 0.00, 0.00, 0.00, 0.00
Step n=493: 0.01, 0.01, 0.00, 0.00, 0.00, 0.00
Step n=494: 0.01, 0.01, 0.00, 0.00, 0.00, 0.00
Step n=495: 0.01, 0.01, 0.00, 0.00, 0.00, 0.00
Step n=496: 0.01, 0.01, 0.00, 0.00, 0.00, 0.00
Step n=497: 0.01, 0.01, 0.00, 0.00, 0.00, 0.00
Step n=498: 0.01, 0.01, 0.00, 0.00, 0.00, 0.00
Step n=499: 0.01, 0.00, 0.00, 0.00, 0.00, 0.00
Step n=500: 0.01, 0.00, 0.00, 0.00, 0.00, 0.00
Step n=501: 0.00, 0.00, 0.00, 0.00, 0.00, 0.00

Converged at step 501

Final Temperature Distribution:
Node 0 (x=0.00): 0.0051
Node 1 (x=0.20): 0.0048
Node 2 (x=0.40): 0.0041
Node 3 (x=0.60): 0.0030
Node 4 (x=0.80): 0.0016
Node 5 (x=1.00): 0.0000
